,ad_title,ad_link,ad_bedroom,ad_bathroom,ad_size,ad_price,location
1169,ارض سكنية للبيع - منطقة ابحر الشمالية - حي الياقوت,/en/buy/land-for-sale-makkah-al-mukarramah-jeddah-al-yaqoot-173131.html,7,5,500,270000.0,Saudi Arabia
1170,فيلا للبيع,/en/buy/villa-for-sale-ar-riyadh-north-riyadh-an-narjis-173192.html,6,6,300,513000.0,Saudi Arabia
1171,فيلا 250م درج داخلي بدون شقق دوبلكس بالغروب,/en/buy/villa-for-sale-ar-riyadh-west-riyadh-al-ghoroub-173148.html,5,5,250,283500.0,Saudi Arabia
1172,للبيع  فيلا مودرن راقيه بأبحر الشماليه حي الياقوت,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-abhur-ash-shamaliyah-173096.html,5,5,250,364500.0,Saudi Arabia
1173,فيلا للبيع في حي الشراع,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-ash-sheraa-173240.html,4,4,240,486000.0,Saudi Arabia
1174,فيلا 312 م حي النفل,/en/buy/villa-for-sale-ar-riyadh-north-riyadh-an-nafl-173162.html,3,3,312,472500.0,Saudi Arabia
1175,قصر حي المعذر 1800 م,/en/buy/villa-for-sale-ar-riyadh-west-riyadh-al-madhar-ash-shamali-173224.html,7,7,1800,3402000.0,Saudi Arabia
1176,للبيع فيلا جديده بناء شخصي ابحر حي النور مخطط6ح س,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-al-noor-173080.html,4,3,300,418500.0,Saudi Arabia
1177,شقه باطلاله بحريه خلابه بكورنيش جده وب٣واجهات.....,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-ash-shati-173241.html,3,3,278,1147500.0,Saudi Arabia
1178,شقه للبيع جده حي الصفا جديده,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-as-safa-173195.html,4,3,135,151200.0,Saudi Arabia
1179,ملحق جديد للتمليك بـ مخطط سندس، جدة,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-wahah-173275.html,6,4,230,216000.0,Saudi Arabia
1180,اغتنم الفرصه وتملك شقة روف ملحق مع سطح مستقل لبيع,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-mraykh-173229.html,5,4,250,137700.0,Saudi Arabia
1181,للبيع فيلا درج صالة وشقة المساحة 360متر,/en/buy/villa-for-sale-ar-riyadh-south-riyadh-ash-shifa-173301.html,5,2,360,310500.0,Saudi Arabia
1182,شقة للبيع بمشروع بن لادن / المساحة 120 م,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-jamiah-173182.html,3,2,120,102600.0,Saudi Arabia
1183,شقه بحي قرطبه موقع متميز جدا شارع40شمالي,/en/buy/apartment-for-sale-ar-riyadh-east-riyadh-qurtubah-173189.html,3,3,198,222210.0,Saudi Arabia
1184,فله مودرن منفصله بمسبحين وجاكوزي بأبحر الشماليه ..,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-abhur-ash-shamaliyah-173216.html,7,6,312,507600.0,Saudi Arabia
1185,فيلا فاخرة درج وشقتين بشرق الرياض بحي القادسيه,/en/buy/villa-for-sale-ar-riyadh-east-riyadh-al-qadisiyah-173074.html,7,7,438,513000.0,Saudi Arabia
1186,حي النسيم جده,/en/buy/apartment-for-sale-makkah-al-mukarramah-makkah-al-mukarramah-an-nasim-173245.html,3,3,200,175500.0,Saudi Arabia
1187,شقق بمواصفات جمالية و عصرية  للتمليك في حي المروة,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-marwah-173121.html,5,4,198,211950.0,Saudi Arabia
1188,درج وشقتين شغل شخصي بالمعيزلية,/en/buy/villa-for-sale-ar-riyadh-east-riyadh-al-maizilah-173169.html,6,6,500,621000.0,Saudi Arabia
1189,شقق للبيع بحي قرطبة الشرقية مساحات وأسعار ممتازة,/en/buy/apartment-for-sale-ar-riyadh-east-riyadh-qurtubah-173145.html,3,3,196,228402.72,Saudi Arabia
1190,New Phase | La Rosa at Villanova |Call for details,/en/buy/townhouse-for-sale-dubai-dubai-land-villanova-la-rosa-8201724.html,3,4,1949,377460.0,UAE
1191,Spacious | Near to Metro Station | High floor,/en/buy/penthouse-for-sale-dubai-business-bay-churchill-towers-churchill-residency-tower-8192102.html,5,7,5696,1890000.0,UAE
1192,Largest & Luxurious Apt | Full Burj View,/en/buy/apartment-for-sale-dubai-downtown-dubai-vida-residence-downtown-8187441.html,4,5,3691,3780000.0,UAE
1193,Exclusive | 2 Bedrooms | Extended Terrace,/en/buy/apartment-for-sale-dubai-palm-jumeirah-golden-mile-golden-mile-9-8168146.html,2,2,2440,675000.0,UAE
1194,Resale | 5YRS PHPP | 5YRS Free Service | Best Deal,/en/buy/penthouse-for-sale-dubai-downtown-dubai-opera-district-il-primo-8171965.html,4,6,5383,5397300.0,UAE
1195,Upgraded Zaragoza | Golf Course View | Vacant,/en/buy/villa-for-sale-dubai-jumeirah-golf-estates-earth-lime-tree-valley-8167282.html,5,6,7706,2362500.0,UAE
1196,Full Marina | Terrace Space | 3 Bed + Maid,/en/buy/apartment-for-sale-dubai-dubai-marina-the-atlantic-8169204.html,3,3,2765,918000.0,UAE
1197,Low Level 2BR Apartment | For Sale | Ready,/en/buy/apartment-for-sale-dubai-town-square-safi-safi-ii-8159192.html,2,2,1213,202500.0,UAE
1198,Pay 5% To Move-In Now|5Yrs PayPlan|Brand New 2BR,/en/buy/apartment-for-sale-dubai-jumeirah-village-circle-plazzo-heights-7975469.html,2,3,1130,229500.0,UAE
1199,Spacious Apt | Serene and Great Location,/en/buy/apartment-for-sale-dubai-dubai-silicon-oasis-silicon-heights-silicon-heights-2-8118252.html,2,3,1144,221400.0,UAE
1200,Rawda Apartments | Brand New | Call for Viewing,/en/buy/apartment-for-sale-dubai-town-square-rawda-apartments-8114015.html,2,2,907,229500.0,UAE
1201,Large Corner Plot | Single Row | 4 Bedroom,/en/buy/villa-for-sale-dubai-dubai-hills-estate-maple-at-dubai-hills-estate-maple-2-8150024.html,4,4,2462,864000.0,UAE
1202,Unit Near the Pool and Park | New and Ready Soon!,/en/buy/townhouse-for-sale-dubai-town-square-naseem-townhouses-8111882.html,4,4,2800,594000.0,UAE
1203,Brand New Villa | Custom-built with Pool,/en/buy/villa-for-sale-dubai-al-furjan-phase-2-8091617.html,5,4,4700,1026000.0,UAE
1204,Exclusive | Full Park | 3 Bed | Available,/en/buy/apartment-for-sale-dubai-dubai-hills-estate-park-heights-mulberry-8075657.html,3,3,1631,776250.0,UAE
1205,Exclusive | 3 Bedroom | Available,/en/buy/apartment-for-sale-dubai-dubai-hills-estate-park-heights-mulberry-8082555.html,3,5,1631,657450.0,UAE
1206,Fully Furnished and Easy Access to Metro,/en/buy/apartment-for-sale-dubai-jumeirah-lake-towers-saba-towers-saba-tower-3-8178389.html,1,2,794,221400.0,UAE
1207,Spacious 3 Bed | Top Floor | Large Terrace,/en/buy/apartment-for-sale-dubai-motor-city-foxhill-foxhill-1-8178392.html,3,2,2489,398250.0,UAE
1208,Exclusive | Vastu | Motivated Seller | Rented,/en/buy/apartment-for-sale-dubai-jumeirah-lake-towers-lake-allure-goldcrest-views-1-7923203.html,2,2,1225,324000.0,UAE
1209,2 Bedrooms | Burj Khalifa View | Terrace,/en/buy/apartment-for-sale-dubai-business-bay-dorchester-collection-dubai-7966001.html,2,2,4008,621000.0,UAE
1210,High ROI | Fully Upgraded and Near Metro,/en/buy/apartment-for-sale-dubai-jumeirah-lake-towers-saba-towers-saba-tower-2-8172191.html,1,2,817,229500.0,UAE
1211,Beautiful Sea View | High Floor | Unfurnished,/en/buy/apartment-for-sale-dubai-dubai-marina-damac-heights-7396766.html,2,3,1428,486000.0,UAE
1212,Full Golf Views | 06 Series | Links West,/en/buy/apartment-for-sale-dubai-the-views-the-links-the-links-west-tower-8163451.html,2,2,1478,513000.0,UAE
1213,Spacious Two Bedroom | Desirable Layout,/en/buy/apartment-for-sale-dubai-business-bay-executive-towers-executive-tower-l-8161208.html,2,3,1614,432000.0,UAE
1214,Beautifully Landscaped and Best Location,/en/buy/townhouse-for-sale-dubai-jumeirah-village-triangle-district-3d-8094424.html,1,2,1636,351000.0,UAE
1215,3 Bed | Back to Back | Vacant On Transfer,/en/buy/villa-for-sale-dubai-dubai-hills-estate-sidra-villas-sidra-villas-ii-8016435.html,3,3,3102,1026000.0,UAE
1216,Park Facing | Well-managed Type A2 Villa,/en/buy/villa-for-sale-dubai-the-villa-the-aldea-7966127.html,5,5,3900,944969.76,UAE
1217,Desired Layout | On High Floor Apartment,/en/buy/apartment-for-sale-dubai-dubai-creek-harbour-the-lagoons-creekside-18-creekside-18-b-8118251.html,1,1,680,229500.0,UAE
1218,Good Investment | High Flr. Apt. w/ Stunning Views,/en/buy/apartment-for-sale-abu-dhabi-al-reem-island-shams-abu-dhabi-sky-tower-8151673.html,1,2,934,248400.0,UAE
1219,Exclusive | Park Facing | Impressive Apt,/en/buy/apartment-for-sale-dubai-dubai-hills-estate-park-heights-mulberry-8082499.html,2,3,1362,459000.0,UAE
1220,Vacant on Transfer|Directly on Pool & Park,/en/buy/townhouse-for-sale-dubai-reem-mira-mira-5-8124010.html,3,3,2387,553500.0,UAE
1221,Park View | Great Layout | Balcony,/en/buy/apartment-for-sale-dubai-dubai-hills-estate-park-heights-park-heights-2-8103348.html,3,3,1612,587250.0,UAE
1222,Exclusive | 5 Bed Corner Unit | Resort Pool,/en/buy/villa-for-sale-dubai-green-community-green-community-west-family-villas-8185245.html,5,4,6210,1242000.0,UAE
1223,New Listing | 2 Bed | Lake View | Vacant,/en/buy/apartment-for-sale-dubai-the-views-mosela-mosela-waterside-residences-8175431.html,2,2,1464,459000.0,UAE
1224,For Sale | 3 Bedroom Townhouse | Single Row,/en/buy/townhouse-for-sale-dubai-dubai-land-cherrywoods-8203498.html,3,4,2094,472500.0,UAE
1225,Exclusive | Near Amenities | Garden Suite,/en/buy/villa-for-sale-dubai-tilal-al-ghaf-harmony-8203398.html,5,5,4477,1350000.0,UAE
1226,Ready to Move In Premium Location Modern Arabic,/en/buy/villa-for-sale-dubai-mohammed-bin-rashid-city-district-one-district-one-villas-8171935.html,6,7,22000,7155000.0,UAE
1227,Dubai Downtown and Golf Views | 3 Bedroom,/en/buy/villa-for-sale-dubai-dubai-hills-estate-club-villas-at-dubai-hills-8039795.html,3,3,2926,1134000.0,UAE
1228,Stunning Duplex Penthouse with Private Terrace,/en/buy/penthouse-for-sale-dubai-downtown-dubai-the-address-residence-fountain-views-the-address-residence-fountain-views-2-7915633.html,4,7,6509,8640000.0,UAE
1229,Pay 5% To Move-In|5Yrs Payment Plan|Lavish Studio,/en/buy/apartment-for-sale-dubai-jumeirah-village-circle-plazzo-heights-8024504.html,4,1,398,132300.0,UAE
1230,Quiet Location in Town that is Good for Families,/en/buy/townhouse-for-sale-dubai-town-square-hayat-townhouses-8111958.html,3,4,2028,432000.0,UAE
1231,Spacious and High Floor Unit | Golf View,/en/buy/apartment-for-sale-dubai-dubai-marina-sulafa-tower-8082507.html,3,4,1510,378000.0,UAE
1232,Magnificent Infinity Pool | Golf Course View,/en/buy/apartment-for-sale-dubai-dubai-sports-city-v2-8081675.html,2,1,1197,221670.0,UAE
1233,Peaceful Location | Affordable 1 Bed Apt,/en/buy/apartment-for-sale-dubai-dubai-land-skycourts-towers-skycourts-tower-d-8082745.html,1,7,733,101250.0,UAE
1234,Landscaped 5BR Contemporary Prime Location,/en/buy/villa-for-sale-dubai-mohammed-bin-rashid-city-district-one-district-one-villas-8093920.html,5,4,8288,3644999.73,UAE
1235,Largest 3 Bed | Duplex | Stunning Golf View | VOT,/en/buy/apartment-for-sale-dubai-dubai-sports-city-royal-residence-royal-residence-1-8024415.html,3,4,2454,256500.0,UAE
1236,Multiple Plots in Emerald hills with Payment Plan.,/en/buy/land-for-sale-dubai-dubai-hills-estate-emerald-hills-8199606.html,3,4,12900,621000.0,UAE
1237,4 Yr Payment Plan | Golf Community | Limited Units,/en/buy/townhouse-for-sale-dubai-damac-hills-akoya-by-damac-trump-estates-8202860.html,3,4,1923,486000.0,UAE
1238,Coming Soon | Excellent Location | High End Finish,/en/buy/townhouse-for-sale-dubai-dubai-land-villanova-la-rosa-8201746.html,2,2,1949,361800.0,UAE
1239,2 Bed + Maids | 0% Agency Fees | High Floor,/en/buy/apartment-for-sale-dubai-jumeirah-village-circle-district-13-reef-residence-8189779.html,3,4,1537,357750.0,UAE
1240,Amazing Burj Khalifa View | Serviced Apt,/en/buy/apartment-for-sale-dubai-downtown-dubai-vida-residence-downtown-8193041.html,3,2,1980,1404000.0,UAE
1241,Springs 4 | Vacant | Large Plot | Type 3E,/en/buy/villa-for-sale-dubai-the-springs-springs-4-8192421.html,2,3,2258,755986.5,UAE
1242,4Yrs Payment Plan|Massive 2BR|Exquisite Living,/en/buy/apartment-for-sale-dubai-jumeirah-village-circle-bloom-heights-7904859.html,4,1,1058,252990.0,UAE
1243,2 Beds | Mid Floor | Rented | Emaar,/en/buy/apartment-for-sale-dubai-dubai-marina-park-island-bonaire-tower-7597056.html,2,3,1302,459000.0,UAE
1244,2Bedroom Apartment-Secondary Sale-Sea View,/en/buy/apartment-for-sale-dubai-jumeirah-la-mer-port-de-la-mer-8192761.html,2,3,1280,634500.0,UAE
1245,Stunning White Wood 4Bed | Island Kitchen,/en/buy/villa-for-sale-dubai-arabian-ranches-2-palma-8191449.html,4,4,3583,1052999.73,UAE
1246,Fully Upgraded | Marina View | Vacant,/en/buy/apartment-for-sale-dubai-jumeirah-beach-residence-sadaf-sadaf-6-8191485.html,2,2,1448,445500.0,UAE
1247,Main Park Views | One of Only Ten Villas,/en/buy/villa-for-sale-dubai-green-community-green-community-east-luxury-villa-area-8191443.html,5,7,8638,621000.0,UAE
1248,Your Own Pvt Pool With 7 Yrs Payment Plan,/en/buy/apartment-for-sale-dubai-arjan-samana-hills-8190577.html,2,3,1350,391500.0,UAE
1249,Vacant | Brand New | Close To Park | Call Me Now!!,/en/buy/villa-for-sale-dubai-damac-hills-akoya-by-damac-akoya-park-pelham-8185913.html,3,4,2723,580230.0,UAE
1250,Vacant| 1BR+Garden | Jacuzzi | Burj View,/en/buy/apartment-for-sale-dubai-old-town-the-old-town-island-tajer-residences-8182146.html,1,2,1440,594000.0,UAE
1251,Exclusive | Fully Upgraded and Extended,/en/buy/villa-for-sale-dubai-the-springs-springs-15-8178903.html,3,3,2750,837000.0,UAE
1252,Exclusive | Genuine Listing | 4 Bed Nova,/en/buy/villa-for-sale-dubai-jumeirah-park-legacy-nova-villas-8189002.html,4,4,4893,1215000.0,UAE
1253,Direct Canal View | 50% Payment Plan Post-Handover,/en/buy/apartment-for-sale-dubai-mohammed-bin-rashid-city-sobha-hartland-sobha-hartland-waves-8184148.html,1,1,550,263250.0,UAE
1254,Exclusive | 6BR with Stunning Lake Views,/en/buy/villa-for-sale-dubai-meadows-meadows-5-8181541.html,6,5,4924,2362500.0,UAE
1255,Cheapest Large 1BR Ph 1 Crystal Lagoon beach Acces,/en/buy/apartment-for-sale-dubai-meydan-meydan-one-azizi-riviera-8180044.html,1,2,1067,221319.0,UAE
1256,Exclusive Townhouse | Opposite Pool | 4Bed,/en/buy/townhouse-for-sale-dubai-motor-city-green-community-motor-city-townhouses-8178527.html,4,4,4889,1120500.0,UAE
1257,We have the Largest Inventory of Plots in Pearl ..,/en/buy/land-for-sale-dubai-jumeirah-pearl-jumeirah-pearl-jumeirah-villas-8182776.html,3,4,9300,1377000.0,UAE
1258,Duplex I Panoramic Marina Views I Rented,/en/buy/apartment-for-sale-dubai-dubai-marina-continental-tower-7682710.html,2,2,2363,729000.0,UAE
1259,Al Sahab | Two Bedrooms | Marina Views,/en/buy/apartment-for-sale-dubai-dubai-marina-al-sahab-al-sahab-2-7881100.html,2,4,1350,472500.0,UAE
1260,Furnished and Huge | Study + Maid's Room,/en/buy/apartment-for-sale-dubai-business-bay-ubora-towers-ubora-tower-1-8072518.html,2,3,1966,486000.0,UAE
1261,High Floor | Full Burj And Fountain View,/en/buy/apartment-for-sale-dubai-downtown-dubai-the-address-residence-fountain-views-the-address-residence-fountain-views-2-8064731.html,3,3,1362,1215000.0,UAE
1262,Luxury | Maids | with Terrace | Tenanted,/en/buy/apartment-for-sale-dubai-motor-city-foxhill-foxhill-1-8064729.html,4,1,2489,405000.0,UAE
1263,Top Location | Low Price | Simply Sensational,/en/buy/apartment-for-sale-dubai-dubai-sports-city-v2-8081676.html,1,2,446,96516.9,UAE
1264,Exclusive | High Floor | Maids Room,/en/buy/apartment-for-sale-dubai-jumeirah-village-circle-district-13-reef-residence-8139296.html,2,4,1536,344250.0,UAE
1265,04 Year Payment Plan | High End Living | Best Deal,/en/buy/apartment-for-sale-dubai-jumeirah-village-circle-bloom-heights-8131314.html,3,3,1479,338312.7,UAE
1266,Tenanted | Genuine Seller | Beach Access,/en/buy/villa-for-sale-dubai-palm-jumeirah-signature-villas-signature-villas-frond-b-8152674.html,6,7,7000,6614997.3,UAE
1267,Community Views | Plus Maid | Vacant Apt,/en/buy/apartment-for-sale-dubai-dubai-investment-park-ritaj-tower-8125808.html,2,3,1557,175500.0,UAE
1268,Stunning location! Brand new community,/en/buy/townhouse-for-sale-dubai-town-square-noor-townhouses-8123784.html,3,4,2211,432000.0,UAE
1269,4-Bedroom Waterfront Villa in Dubai Marina,/en/buy/villa-for-sale-dubai-dubai-marina-marina-gate-jumeirah-living-marina-gate-8173395.html,4,5,4633,3645000.0,UAE
1270,Best Layout 04 | Well Priced | Full View,/en/buy/apartment-for-sale-dubai-downtown-dubai-the-address-residence-fountain-views-the-address-residence-fountain-views-2-8177292.html,2,3,1355,1215000.0,UAE
1271,Exclusive | Vacant | 2 Bedroom Apartment,/en/buy/apartment-for-sale-dubai-old-town-the-old-town-island-tajer-residences-8177390.html,2,3,1395,621000.0,UAE
1272,LARGE 1BR/ FULL MARINA VIEW/ HIGH FLOOR for Sale,/en/buy/apartment-for-sale-dubai-dubai-marina-studio-one-8168061.html,1,1,723,310500.0,UAE
1273,Penthouse | Golf Course View | Marina Skyline,/en/buy/penthouse-for-sale-dubai-the-hills-the-hills-a-a2-8173258.html,5,5,5406,2835000.0,UAE
1274,Modern Townhouse | Corner Unit | 5 Year PP,/en/buy/townhouse-for-sale-dubai-tilal-al-ghaf-elan-8177117.html,4,4,2354,513000.0,UAE
1275,Pool & Palm Sea View|Type E|Vacant|High Floor,/en/buy/apartment-for-sale-dubai-palm-jumeirah-kingdom-of-sheba-balqis-residences-8171448.html,2,3,1928,809730.0,UAE
1276,Luxury 5 Beds Villa I Skyline View I Private Beach,/en/buy/villa-for-sale-dubai-palm-jumeirah-garden-homes-garden-homes-frond-k-8178135.html,5,7,7000,8100000.0,UAE
1277,Striking impressions | Corner unit | A winner deal,/en/buy/apartment-for-sale-dubai-business-bay-15-northside-8178047.html,3,4,1700,872100.0,UAE
1278,Genuine Resale|Best Corner|Direct Golf Course View,/en/buy/villa-for-sale-dubai-dubai-hills-estate-golf-place-8192319.html,6,7,12921,4995000.0,UAE
1279,An Elegantly Calming 3BR Home | Type 1,/en/buy/townhouse-for-sale-dubai-town-square-zahra-townhouses-8186676.html,3,3,2022,432000.0,UAE
1280,5 Stars Hotel Standard | Furnished | Unique.,/en/buy/apartment-for-sale-dubai-dubai-marina-marinascape-marinascape-oceanic-7832155.html,2,2,1874,742500.0,UAE
1281,Largest Plot in Golf Place l 6 bed,/en/buy/villa-for-sale-dubai-dubai-hills-estate-golf-place-8041846.html,6,7,13426,4144500.0,UAE
1282,Panoramic Sea View | Beach Access | Furnished,/en/buy/apartment-for-sale-dubai-jumeirah-beach-residence-1-jbr-8074720.html,2,3,2175,1890000.0,UAE
1283,Exclusive 5BR + Study | Elevator & Pool,/en/buy/villa-for-sale-dubai-jumeirah-golf-estates-fire-orange-lake-8130900.html,5,6,7650,2038500.0,UAE
1284,Creek Tower View | 0% Commission| Call Now IP.Plan,/en/buy/apartment-for-sale-dubai-dubai-creek-harbour-the-lagoons-harbour-views-1-8130558.html,3,4,1717,715739.76,UAE
1285,Ready to Move| 3 yrs Payment Plan | Spacious,/en/buy/apartment-for-sale-dubai-dubai-creek-harbour-the-lagoons-creek-horizon-8133295.html,3,4,1630,729000.0,UAE
1286,Sea View|Low Floor|Unfurnished |White Goods|Rented,/en/buy/apartment-for-sale-dubai-dubai-marina-cayan-tower-8128718.html,4,1,726,269730.0,UAE
1287,Upgraded | Marbella | with Pool and Garden,/en/buy/villa-for-sale-dubai-the-villa-ponderosa-8109302.html,5,5,8400,1539000.0,UAE
1288,Low Floor Unit | C Type | Marina Res 3,/en/buy/apartment-for-sale-dubai-palm-jumeirah-marina-residences-marina-residences-3-8106875.html,2,3,2046,521100.0,UAE
1289,High Floor | Studio | Vacant On Transfer,/en/buy/apartment-for-sale-dubai-downtown-dubai-mohammad-bin-rashid-boulevard-8-boulevard-walk-8088116.html,4,1,543,222750.0,UAE
1290,Good Price | Experience Hassle-free Living Here,/en/buy/apartment-for-sale-abu-dhabi-al-reem-island-marina-square-marina-heights-8139290.html,3,4,1710,445500.0,UAE
1291,Dubai's Only Super Prime Property | Ready Soon,/en/buy/apartment-for-sale-dubai-palm-jumeirah-atlantis-the-royal-residences-8136202.html,2,3,1750,1944000.0,UAE
1292,Room on GF | Closed Kitchen | Vacant on Transfer,/en/buy/villa-for-sale-dubai-jumeirah-village-circle-casa-royale-casa-royale-ii-8117910.html,5,6,3900,472500.0,UAE
1293,Four Bed C3 | Private Pool | Great Location,/en/buy/villa-for-sale-dubai-dubai-sports-city-victory-heights-estella-8120661.html,4,4,3201,1161000.0,UAE
1294,Almeria | Stunning Condition | Landscaped Garden,/en/buy/villa-for-sale-dubai-jumeirah-golf-estates-earth-lime-tree-valley-8153407.html,4,5,8033,1781973.0,UAE
1295,"5BR Villa, Cordoba Style, Call Now",/en/buy/villa-for-sale-dubai-the-villa-the-centro-8115544.html,5,6,6748,985500.0,UAE
1296,Podium Floor | Spacious Unit and Terrace,/en/buy/apartment-for-sale-dubai-town-square-hayat-boulevard-8115784.html,2,2,1573,229500.0,UAE
1297,Tenanted till March 2022 | Unfurnished | Sea View,/en/buy/apartment-for-sale-dubai-dubai-marina-marina-gate-marina-gate-1-8120361.html,2,3,1324,729000.0,UAE
1298,Island Kitchen 4 br plus maids available,/en/buy/townhouse-for-sale-dubai-town-square-safi-townhouses-8124009.html,4,3,2423,567000.0,UAE
1299,Phase 2 | Lowest Price Guaranteed | Single Row,/en/buy/villa-for-sale-dubai-falcon-city-of-wonders-eastern-residences-8119348.html,5,6,5000,723600.0,UAE
1300,Vacant | Open Kitchen | Large Balcony | Low Floor,/en/buy/apartment-for-sale-dubai-dubai-marina-marina-crown-8120313.html,1,2,754,216000.0,UAE
1301,Superb Quality | Luxury Lifestyle| High End Living,/en/buy/apartment-for-sale-dubai-mohammed-bin-rashid-city-sobha-hartland-sobha-creek-vistas-8124785.html,1,1,518,263255.4,UAE
1302,Invest Now | Amazing Townhouse Type S w/Garden,/en/buy/townhouse-for-sale-abu-dhabi-al-raha-gardens-qattouf-community-8130859.html,3,4,2745,634500.0,UAE
1303,7 Beds | Vacant on Transfer | Immaculate,/en/buy/villa-for-sale-dubai-al-barari-jasmine-leaf-jasmine-leaf-9-8083429.html,7,7,14918,4117500.0,UAE
1304,1BED | VACANT | MOTIVATED SELLER,/en/buy/apartment-for-sale-dubai-the-views-panorama-at-the-views-panorama-at-the-views-tower-3-8083218.html,1,2,846,269999.73,UAE
1305,Discounted price | 2-Year plan | Gated community,/en/buy/apartment-for-sale-dubai-rukan-8112986.html,2,2,769,138240.0,UAE
1306,Impeccable interiors|Elegant Design|Best location,/en/buy/apartment-for-sale-dubai-mohammed-bin-rashid-city-sobha-hartland-sobha-creek-vistas-8124708.html,1,1,519,263250.0,UAE
1307,"5BR Villa, Cordoba Style, Call Now",/en/buy/villa-for-sale-dubai-the-villa-the-centro-8115544.html,5,6,6748,985500.0,UAE
1308,Motivated Seller | Large Plot | Type A Villas,/en/buy/villa-for-sale-dubai-living-legends-a-villas-7986210.html,6,5,6463,1350000.0,UAE
1309,Island Kitchen 4 br plus maids available,/en/buy/townhouse-for-sale-dubai-town-square-safi-townhouses-8124009.html,4,3,2423,567000.0,UAE
1310,Exclusive | Golf View | Fully Equipped Gym,/en/buy/townhouse-for-sale-dubai-jumeirah-golf-estates-fire-redwood-park-8123833.html,3,3,2900,997650.0,UAE
1311,Marvelous | Big Layout | Tenanted | Balcony,/en/buy/apartment-for-sale-dubai-business-bay-mayfair-tower-8135994.html,1,1,803,189000.0,UAE
1312,Premium Finishing | Spacious Unit|Bright Interiors,/en/buy/townhouse-for-sale-dubai-jumeirah-village-circle-diamond-views-diamond-views-2-8129857.html,3,4,2847,483300.0,UAE
1313,Large 4BR Townhouse | Single Row | Type 13,/en/buy/townhouse-for-sale-dubai-town-square-safi-townhouses-8130969.html,4,4,2422,567000.0,UAE
1314,Exclusive | Vacant 3E | Single Row |,/en/buy/villa-for-sale-dubai-dubai-hills-estate-maple-at-dubai-hills-estate-maple-1-8154450.html,5,4,2700,945000.0,UAE
1315,VACANT ON TRANSFER | TYPE 4M |SINGLE ROW,/en/buy/villa-for-sale-dubai-the-springs-springs-6-8146836.html,2,3,1647,445500.0,UAE
1316,Spacious|Rented|Big Plot|Single Row |Corner Unit,/en/buy/villa-for-sale-dubai-damac-hills-akoya-by-damac-silver-springs-8146237.html,5,7,5515,1287360.0,UAE
1317,Best Priced. Brand new 1 BR Apt Type R1A,/en/buy/apartment-for-sale-dubai-jumeirah-beach-residence-the-address-jumeirah-resort-and-spa-8146872.html,1,2,705,445500.0,UAE
1318,Marina View | Terrace | 3 Bedrooms + Study,/en/buy/apartment-for-sale-dubai-dubai-marina-al-majara-al-majara-1-7913104.html,3,3,2057,756000.0,UAE
1319,Full Burj Khalifa and Fountain views| High floor,/en/buy/apartment-for-sale-dubai-downtown-dubai-29-burj-boulevard-29-burj-boulevard-tower-2-8039185.html,2,3,1285,648000.0,UAE
1320,6 Beds | Genuine Re-Sale | Full Golf View,/en/buy/villa-for-sale-dubai-dubai-hills-estate-golf-place-8168415.html,6,6,8824,5400000.0,UAE
1321,Open House | Luxurious Villa | Contemporary Style,/en/buy/villa-for-sale-dubai-al-manara-8203866.html,4,5,4195,2430779.76,UAE
1322,High floor | 04 Series | Burj Khalifa View,/en/buy/apartment-for-sale-dubai-downtown-dubai-the-address-sky-view-towers-the-address-sky-view-tower-2-8001438.html,3,4,2437,2024730.0,UAE
1323,Burj and Fountain view | Fully Furnished,/en/buy/apartment-for-sale-dubai-downtown-dubai-the-address-residence-fountain-views-the-address-residence-fountain-views-2-7970831.html,1,2,853,702000.0,UAE
1324,4 BR CONT Style | Downtown View | Resale,/en/buy/bungalow-for-sale-dubai-mohammed-bin-rashid-city-district-one-district-one-villas-8197394.html,4,6,6670,3375000.0,UAE
1325,Resale | Single Row | Post Payment Plan,/en/buy/townhouse-for-sale-dubai-arabian-ranches-3-spring-8197423.html,3,3,1943,399600.0,UAE
1326,Sea & Golf Course Views | 1765Sf | 2 Beds,/en/buy/apartment-for-sale-dubai-dubai-marina-princess-tower-7910231.html,2,3,1765,567000.0,UAE
1327,Lovely Views | 3 Bed + Maids | High Floor,/en/buy/apartment-for-sale-dubai-downtown-dubai-south-ridge-south-ridge-6-8016983.html,3,4,2102,945000.0,UAE
1328,Quick Sale - Type E3 Home with Private Views,/en/buy/villa-for-sale-dubai-dubai-hills-estate-sidra-villas-sidra-villas-i-8163662.html,4,3,5169,1309500.0,UAE
1329,3 Bedrooms | Full Marina Views | Maids Room,/en/buy/apartment-for-sale-dubai-dubai-marina-marina-gate-marina-gate-2-8157305.html,3,4,2149,1350000.0,UAE
